"","carat","cut","color","clarity","depth","table","price","x","y","z"
"356",1.01,"Premium","F","SI2",62.7,58,3733,6.38,6.32,3.98
"357",0.9,"Good","G","SI2",61.3,60,3353,6.13,6.2,3.78
"358",0.9,"Very Good","J","VS1",62.5,56,3188,6.11,6.21,3.85
"359",0.75,"Very Good","F","VS1",62.3,57,3270,5.83,5.88,3.65
"360",1.01,"Premium","G","SI2",60.1,58,3173,6.54,6.39,3.89
"361",0.32,"Ideal","G","VS2",62.5,56,561,4.38,4.42,2.75
"362",0.77,"Premium","D","VS2",61.3,60,3428,5.92,5.89,3.62
"363",0.71,"Ideal","G","VVS1",61.7,57,2982,5.7,5.75,3.53
"364",0.9,"Good","E","SI2",64.1,57,3084,6.09,6.07,3.9
"365",0.31,"Very Good","I","SI1",63,57,408,4.32,4.34,2.73
"366",0.71,"Ideal","E","VS1",62.3,56,3198,5.66,5.7,3.54
"367",0.71,"Ideal","H","VS1",61.4,56,3229,5.74,5.78,3.54
"368",0.9,"Very Good","F","SI2",61.3,60,3468,6.18,6.22,3.8
"369",0.83,"Ideal","D","SI2",62.1,56,3207,6,6.04,3.74
"370",0.92,"Premium","H","SI1",59.2,60,2968,6.4,6.35,3.76
"371",0.9,"Premium","G","SI2",62.8,61,3385,6.14,6.09,3.84
"372",0.76,"Good","E","VS2",63.2,56,3249,5.82,5.86,3.69
"373",0.7,"Very Good","G","VVS1",62.4,59,3208,5.63,5.66,3.52
"374",0.72,"Premium","D","SI1",62.6,54,3048,5.78,5.72,3.6
"375",1.02,"Ideal","H","SI2",61.6,55,2856,6.49,6.43,3.98
"376",0.71,"Very Good","E","VS1",63.4,58,3009,5.64,5.68,3.59
"377",0.7,"Very Good","E","VS1",62.2,55,3154,5.65,5.67,3.52
"378",0.72,"Ideal","I","VS1",62.4,55,2868,5.72,5.75,3.58
"379",0.72,"Ideal","D","VS1",61.4,56,3622,5.8,5.82,3.57
"380",1.01,"Premium","J","SI2",62.5,62,3563,6.41,6.36,3.99
"381",0.71,"Ideal","E","VS2",61.6,56,3381,5.71,5.75,3.53
"382",0.71,"Very Good","E","VS2",61.3,60,2930,5.74,5.71,3.51
"383",0.79,"Ideal","F","SI1",61.2,56,3169,5.96,6.01,3.66
"384",0.31,"Ideal","D","SI1",61.7,55,565,4.37,4.41,2.71
"385",0.26,"Very Good","D","VS2",60.8,59,403,4.13,4.16,2.52
"386",0.77,"Premium","E","SI1",61.7,58,2988,5.86,5.9,3.63
"387",0.71,"Good","E","VS1",59.4,61,3464,5.8,5.89,3.47
"388",0.31,"Ideal","I","VVS1",61.6,55,557,4.36,4.41,2.7
"389",0.61,"Ideal","F","VVS2",61.5,55,3248,5.47,5.53,3.38
"390",1.02,"Premium","J","SI2",62.6,60,3599,6.42,6.39,4.01
"391",0.54,"Ideal","E","VVS2",61.5,57,2776,5.24,5.26,3.23
"392",0.9,"Good","G","SI2",62.7,59,3489,6.04,6.12,3.81
"393",0.76,"Ideal","I","VS2",61.8,56,3577,5.85,5.89,3.63
"394",0.71,"Ideal","E","VS2",62,57,3191,5.71,5.74,3.55
"395",0.56,"Very Good","D","VVS1",62,56,2866,5.25,5.3,3.27
"396",0.76,"Ideal","I","IF",61.6,55,2988,5.92,5.89,3.64
"397",0.31,"Good","D","SI1",63.1,57,571,4.3,4.32,2.72
"398",0.9,"Good","F","SI2",63.1,56,3519,6.12,6.18,3.88
"399",0.72,"Very Good","G","VVS2",60.4,58,3043,5.77,5.82,3.5
"400",0.9,"Good","H","SI1",64.4,58,3465,6.04,6.08,3.9
"401",0.9,"Ideal","H","SI1",62.8,57,3629,6.16,6.14,3.86
"402",0.72,"Very Good","D","SI1",61.5,58,3001,5.74,5.78,3.54
"403",1.1,"Ideal","F","I1",61.8,56,3678,6.61,6.65,4.1
"404",0.75,"Very Good","E","SI1",61.1,59,3005,5.85,5.9,3.59
"405",1,"Very Good","I","SI1",63.3,54,3640,6.39,6.34,4.03
"406",0.91,"Premium","E","SI2",58.5,60,3379,6.34,6.31,3.7
"407",1,"Fair","F","SI2",65.5,56,3146,6.3,6.19,4.09
"408",0.74,"Ideal","F","VS1",62,54,3694,5.85,5.81,3.62
"409",0.9,"Very Good","F","SI2",62.7,59,3569,6.1,6.18,3.85
"410",0.8,"Good","E","VS2",64.5,56,3273,5.8,5.86,3.76
"411",0.93,"Very Good","H","SI2",61.9,57,3452,6.25,6.31,3.89
"412",0.71,"Ideal","F","VS1",60.9,56,3710,5.76,5.79,3.52
"413",0.31,"Premium","H","SI1",58.7,60,558,4.47,4.43,2.61
"414",0.7,"Ideal","H","VS2",61.2,57,3145,5.73,5.77,3.52
"415",0.91,"Very Good","F","SI2",63.1,56,3489,6.13,6.17,3.88
"416",0.79,"Ideal","E","VS2",59.3,57,3377,6.02,6.06,3.58
"417",0.84,"Ideal","G","SI2",62,56,2986,6.02,6.05,3.74
"418",0.9,"Very Good","G","SI2",63.1,55,3452,6.16,6.13,3.88
"419",0.91,"Very Good","H","SI2",63.4,57,3382,6.1,6.18,3.89
"420",0.7,"Ideal","D","SI1",61.4,54,2872,5.71,5.75,3.52
"421",0.54,"Ideal","F","VVS1",61.6,55,2951,5.27,5.28,3.25
"422",0.81,"Premium","G","VS2",62,58,2994,5.95,5.92,3.68
"423",0.75,"Very Good","D","SI1",61.8,57,3048,5.78,5.81,3.58
"424",0.91,"Premium","F","SI2",61.7,58,3609,6.22,6.29,3.86
"425",0.74,"Premium","E","VS2",62.4,59,3108,5.77,5.73,3.59
"426",0.31,"Ideal","D","SI1",61.8,56,571,4.34,4.37,2.69
"427",0.9,"Very Good","J","VS1",62.4,57,3643,6.13,6.18,3.84
"428",0.9,"Ideal","G","SI2",62.5,56,3521,6.15,6.2,3.86
"429",1.15,"Premium","H","SI2",60.4,58,3220,6.8,6.75,4.09
"430",0.52,"Ideal","F","VVS1",61.2,56,2867,5.21,5.19,3.18
"431",0.8,"Ideal","D","SI2",61.5,58,3173,5.97,6,3.68
"432",0.3,"Very Good","F","VS1",61,60,570,4.3,4.22,2.6
"433",0.63,"Premium","E","VVS1",60.9,60,2789,5.55,5.52,3.37
"434",0.73,"Ideal","F","SI1",61.6,55,2951,5.77,5.81,3.56
"435",1.02,"Very Good","J","SI2",63.1,58,3359,6.38,6.34,4.01
"436",0.94,"Very Good","G","SI2",62.3,59,3351,6.2,6.26,3.88
"437",0.9,"Good","H","VS2",64,57,3601,6.11,6.14,3.92
"438",0.8,"Premium","E","SI2",59.9,58,2939,6.03,5.96,3.59
"439",1,"Fair","G","SI2",67.8,61,2856,5.96,5.9,4.02
"440",0.7,"Ideal","G","VS1",60.5,56,3384,5.77,5.79,3.5
"441",0.7,"Premium","F","VS2",60.6,58,2822,5.8,5.72,3.49
"442",1.08,"Ideal","H","SI2",62,57,3629,6.65,6.55,4.06
"443",1.06,"Premium","I","SI2",61.5,57,2968,6.57,6.49,4.02
"444",1.03,"Good","D","SI2",63.8,54,3607,6.36,6.3,4.04
"445",0.74,"Fair","G","VVS2",65.2,58,2959,5.7,5.6,3.69
"446",0.24,"Premium","H","VVS1",61.2,58,554,4.01,3.96,2.44
"447",0.91,"Ideal","I","SI2",63,54,2976,6.17,6.12,3.86
"448",0.83,"Premium","D","SI1",59.7,59,3556,6.14,6.12,3.66
"449",1,"Fair","D","SI2",65.2,56,3634,6.27,6.21,4.07
"450",0.7,"Good","E","VS1",58.7,60,3148,5.79,5.83,3.41
"451",0.9,"Ideal","I","SI2",62.8,55,3104,6.19,6.14,3.87
"452",0.71,"Very Good","H","VVS1",62.9,57,2867,5.67,5.69,3.57
"453",0.74,"Premium","E","VS1",61.1,58,3401,5.84,5.81,3.56
"454",0.71,"Ideal","D","VS2",61.2,56,3135,5.76,5.78,3.53
"455",0.72,"Ideal","G","VS1",61.4,56,3478,5.75,5.79,3.55
"456",0.73,"Very Good","D","VS2",63.5,58,3182,5.68,5.72,3.62
"457",0.76,"Ideal","D","SI1",61.2,57,3007,5.88,5.91,3.61
"458",0.7,"Ideal","G","VS2",61.6,57,3253,5.7,5.73,3.53
"459",0.79,"Very Good","D","SI2",62.8,57,2904,5.85,5.9,3.69
"460",1,"Good","E","SI2",57.7,65,3696,6.55,6.59,3.79
"461",0.7,"Ideal","E","VS1",62.3,54,2930,5.67,5.72,3.55
"462",0.27,"Very Good","G","VVS1",62.9,55,566,4.13,4.15,2.6
"463",0.3,"Good","G","VS1",63.4,55,565,4.26,4.32,2.72
"464",0.81,"Very Good","F","SI1",61.3,57,2858,6.02,6.05,3.7
"465",0.71,"Premium","F","VS1",62.1,53,2961,5.77,5.7,3.56
"466",0.92,"Premium","G","SI2",62.4,57,3555,6.22,6.18,3.87
"467",0.92,"Fair","I","VS2",64.4,58,3033,6.13,6.1,3.94
"468",0.53,"Ideal","D","VVS1",62.1,57,3442,5.15,5.18,3.21
"469",0.9,"Good","H","SI1",57.1,56,3726,6.33,6.28,3.6
"470",1.02,"Ideal","I","SI2",62.9,56,3521,6.45,6.37,4.03
"471",0.33,"Ideal","I","SI1",63,57,557,4.39,4.37,2.76
"472",0.26,"Very Good","E","VVS2",59.9,58,554,4.15,4.23,2.51
"473",0.9,"Good","I","SI2",60.7,58,3057,6.17,6.21,3.76
"474",0.73,"Premium","E","VS1",62.6,60,2826,5.75,5.68,3.58
"475",0.9,"Fair","D","SI1",66.4,59,3382,5.97,5.92,3.95
"476",1.08,"Very Good","E","SI2",63.5,56,3726,6.53,6.48,4.13
"477",0.71,"Very Good","D","VS2",63.1,58,3222,5.67,5.7,3.59
"478",0.9,"Fair","H","SI1",66.8,55,3145,5.98,5.9,3.97
"479",0.77,"Very Good","E","VS1",59.4,61,3488,5.98,5.94,3.54
"480",1.04,"Good","J","SI1",64.2,58,3407,6.42,6.34,4.1
"481",1.04,"Premium","E","SI2",60.1,58,3392,6.65,6.56,3.97
"482",0.71,"Ideal","G","SI1",61.5,55,3061,5.75,5.79,3.55
"483",0.84,"Ideal","D","SI2",61.8,56,3246,6.04,6.06,3.74
"484",0.64,"Premium","E","VVS2",62.1,58,2870,5.56,5.51,3.44
"485",1.01,"Good","G","SI2",64,59,3461,6.34,6.31,4.05
"486",1,"Good","H","SI2",63.7,58,3472,6.28,6.15,3.96
"487",0.36,"Good","I","VS1",63.3,56,568,4.51,4.56,2.87
"488",0.72,"Premium","F","VS1",62.4,58,2802,5.83,5.7,3.6
"489",0.26,"Good","E","VVS1",57.9,60,554,4.22,4.25,2.45
"490",0.73,"Ideal","G","VS1",61.7,56,3525,5.76,5.79,3.56
"491",0.83,"Premium","F","VS2",60.2,60,3495,6.09,6.04,3.65
"492",0.8,"Very Good","G","VS1",62.7,56,3673,5.9,5.94,3.71
"493",0.91,"Ideal","J","VS1",60.7,57,3267,6.23,6.26,3.79
"494",0.23,"Very Good","E","VS2",63.8,55,352,3.85,3.92,2.48
"495",1.03,"Ideal","F","I1",61,56,3634,6.58,6.52,3.99
"496",1.02,"Premium","I","SI1",60.2,60,3713,6.45,6.39,3.87
"497",0.74,"Premium","F","VS1",62.5,60,2917,5.78,5.74,3.6
"498",0.9,"Fair","F","SI2",65.7,63,3062,6.01,5.96,3.93
"499",0.91,"Good","H","VS2",63.8,59,3192,5.99,5.96,3.82
"500",0.78,"Very Good","G","VS2",62.6,58,3113,5.81,5.89,3.66
"501",1.08,"Fair","J","SI2",64.9,60,3302,6.46,6.32,4.15
"502",0.7,"Premium","F","VS1",62.1,60,2792,5.71,5.65,3.53
"503",0.7,"Very Good","E","SI1",63.9,57,3173,5.55,5.66,3.58
"504",0.71,"Very Good","D","VS2",63,57,3033,5.67,5.7,3.58
"505",0.7,"Premium","G","VS1",62.6,55,2838,5.73,5.64,3.56
"506",0.79,"Ideal","E","SI1",62.3,55,2946,5.9,5.94,3.69
"507",0.25,"Very Good","G","VS2",61.9,57,407,4.05,4.08,2.51
"508",0.91,"Very Good","E","SI2",60.3,59,3638,6.28,6.25,3.78
"509",0.96,"Premium","H","SI2",59.4,56,3690,6.47,6.42,3.83
"510",1.01,"Premium","H","SI2",60.3,59,3676,6.51,6.45,3.91
"511",1.01,"Good","I","I1",63.1,57,2844,6.35,6.39,4.02
"512",0.8,"Ideal","E","SI1",61.5,58,3362,5.96,6,3.68
"513",0.9,"Very Good","H","SI2",61.7,60,3301,6.17,6.24,3.83
"514",0.75,"Very Good","H","VVS2",60.6,57,3002,5.86,5.89,3.56
"515",0.77,"Ideal","D","SI2",60.6,56,2973,5.9,5.95,3.59
"516",0.76,"Ideal","G","VS1",61.6,56,3372,5.82,5.87,3.6
"517",0.7,"Ideal","H","SI1",60.4,56,2815,5.75,5.81,3.49
"518",0.81,"Ideal","I","SI1",61.3,56,3097,6.23,6.27,3.83
"519",0.23,"Premium","F","VVS2",61.3,59,571,3.99,3.94,2.43
"520",0.74,"Premium","E","VS1",62.8,59,3357,5.76,5.68,3.59
"521",0.73,"Ideal","E","VS2",62.7,56,3077,5.75,5.8,3.62
"522",0.3,"Ideal","F","VS1",62.6,57,570,4.29,4.34,2.7
"523",1.03,"Fair","G","SI2",65.7,58,3530,6.32,6.26,4.13
"524",1.1,"Premium","I","SI2",59.7,62,3604,6.8,6.64,4.01
"525",0.7,"Ideal","G","VS2",61.8,57,2929,5.68,5.71,3.52
"526",0.7,"Ideal","E","VS1",62.9,57,2818,5.66,5.61,3.54
"527",0.32,"Good","G","VS2",63.1,57,561,4.3,4.35,2.73
"528",1.5,"Good","G","I1",57.4,62,3179,7.56,7.39,4.29
"529",0.83,"Very Good","I","VS1",61.1,60,2788,6.07,6.1,3.72
"530",1.06,"Fair","G","SI2",65.3,62,3633,6.33,6.25,4.11
"531",0.61,"Ideal","E","VVS2",62.1,54.2,2907,5.43,5.45,3.38
"532",0.7,"Ideal","E","SI1",61.9,56,3330,5.7,5.73,3.54
"533",0.9,"Premium","D","SI2",61,61,3312,6.17,6.15,3.76
"534",0.71,"Ideal","H","IF",62,54,3190,5.71,5.75,3.55
"535",0.31,"Good","D","SI1",63.7,54,571,4.31,4.35,2.76
"536",0.9,"Fair","D","SI2",65.7,60,3205,5.98,5.93,3.91
"537",0.9,"Fair","G","SI1",64.5,57,3629,6.07,6.03,3.9
"538",0.73,"Ideal","E","VS1",61.9,56,3510,5.78,5.81,3.59
"539",0.73,"Ideal","G","VS2",60.9,57,3307,5.8,5.86,3.55
"540",0.9,"Good","E","SI2",58.7,63,2982,6.2,6.23,3.65
"541",0.88,"Very Good","E","SI2",59.1,58,3150,6.22,6.3,3.7
"542",1,"Fair","F","SI1",68.7,55,3387,6.06,5.88,4.11
"543",0.83,"Ideal","F","SI1",62.1,57,3010,6,6.02,3.73
"544",0.7,"Premium","D","VS2",59.6,61,2859,5.8,5.77,3.45
"545",1.11,"Very Good","J","VS2",63.2,59,3730,6.55,6.46,4.11
"546",0.71,"Ideal","D","SI2",62,54,2934,5.77,5.74,3.57
"547",0.96,"Fair","E","SI2",53.1,63,2815,6.73,6.65,3.55
"548",0.71,"Ideal","F","VS1",61.9,56,3710,5.69,5.72,3.53
"549",0.63,"Ideal","D","VVS2",62.6,56,2962,5.47,5.49,3.43
"550",0.9,"Good","H","SI2",63.4,60,3160,6.03,6.08,3.84
"551",0.71,"Ideal","E","VS1",62.3,54,3212,5.69,5.73,3.56
"552",0.77,"Very Good","D","VS2",63,58,3351,5.81,5.85,3.67
"553",0.75,"Good","F","VS1",64.4,59,2953,5.67,5.72,3.66
"554",0.73,"Ideal","E","SI1",62.2,56,3038,5.76,5.79,3.59
"555",0.31,"Ideal","I","VS2",59.9,57,558,4.4,4.38,2.63
"556",0.25,"Premium","E","VS1",60.7,59,558,4.13,4.11,2.5
"557",0.7,"Ideal","D","SI1",62.5,57,2822,5.62,5.59,3.51
"558",0.94,"Premium","F","SI2",62.4,58,3456,6.23,6.17,3.87
"559",0.95,"Good","I","SI2",63.8,57,2905,6.23,6.13,3.94
"560",0.83,"Premium","D","SI1",62.2,60,3347,6.01,5.98,3.73
"561",0.8,"Ideal","F","SI1",60.5,57,3420,6.02,6.07,3.66
"562",0.32,"Ideal","G","VS2",61.6,57,561,4.39,4.41,2.71
"563",0.75,"Ideal","F","SI1",61.5,55,3336,5.88,5.9,3.62
"564",0.7,"Very Good","D","VS1",63.4,59,3001,5.58,5.55,3.53
"565",0.69,"Good","D","VVS2",61.5,61,3369,5.61,5.65,3.46
"566",0.9,"Good","I","VS2",62.5,59,3398,6.06,6.13,3.81
"567",0.31,"Ideal","D","SI1",62.4,56,571,4.31,4.35,2.7
"568",0.7,"Ideal","F","VS1",62.4,56,3199,5.67,5.65,3.53
"569",0.9,"Fair","H","VS2",64.8,58,3538,6.07,6.03,3.92
"570",0.91,"Premium","H","SI2",62.7,58,3423,6.14,6.17,3.86
"571",0.91,"Premium","E","SI2",60,60,3379,6.28,6.23,3.75
"572",0.31,"Ideal","I","VVS1",61.3,56,557,4.36,4.38,2.68
"573",1,"Good","J","VVS2",63.7,57,3265,6.34,6.31,4.03
"574",1.01,"Premium","J","VS2",61,61,3722,6.28,6.22,3.81
"575",0.76,"Ideal","I","VVS2",61.8,56,2788,5.85,5.87,3.62
"576",0.31,"Very Good","I","VS2",59.3,59,406,4.38,4.42,2.61
"577",0.26,"Ideal","E","VS1",61.5,57,556,4.09,4.12,2.52
"578",0.62,"Ideal","G","IF",60.5,57,2868,5.52,5.56,3.35
"579",0.84,"Very Good","H","SI1",61.2,57,2847,6.1,6.12,3.74
"580",0.71,"Ideal","D","VS2",63,56,3245,5.69,5.65,3.58
"581",0.81,"Premium","F","SI1",60.3,59,3097,5.98,6.05,3.63
"582",0.86,"Very Good","G","SI2",62.6,56,2967,6.01,6.07,3.78
"583",0.75,"Very Good","E","SI1",61.5,58,2923,5.82,5.86,3.59
"584",1,"Good","D","SI2",64,54,3304,6.29,6.24,4.01
"585",0.9,"Premium","H","SI1",61.9,58,3629,6.2,6.15,3.82
"586",0.93,"Premium","F","SI2",61.3,62,3317,6.26,6.17,3.81
"587",1.02,"Premium","J","VS2",61.6,58,3513,6.4,6.35,3.93
"588",0.77,"Ideal","G","VS1",62.4,54,3176,5.89,5.93,3.69
"589",0.7,"Very Good","G","VVS2",60,60,3235,5.78,5.85,3.49
"590",0.7,"Very Good","E","SI1",61.8,59,2923,5.63,5.69,3.5
"591",0.7,"Very Good","E","SI1",59.9,63,2777,5.76,5.7,3.43
"592",0.26,"Very Good","D","VVS2",62.4,54,554,4.08,4.13,2.56
"593",0.76,"Premium","E","SI1",62.2,59,2814,5.86,5.81,3.63
"594",0.79,"Very Good","F","SI1",61.5,58,3047,5.94,5.97,3.66
"595",1,"Ideal","E","SI2",62.9,56,3450,6.32,6.3,3.97
"596",0.7,"Very Good","D","VVS2",62.3,56,3622,5.66,5.7,3.54
"597",1.03,"Good","J","SI2",64.1,62,3149,6.37,6.33,4.07
"598",0.71,"Ideal","E","VS1",62,56,3516,5.72,5.74,3.55
"599",0.81,"Very Good","H","VS1",62.2,57,3314,5.91,5.94,3.69
"600",0.9,"Premium","F","SI2",61.4,62,3704,6.2,6.11,3.78
"601",0.8,"Ideal","I","IF",62.4,58,3357,5.9,5.96,3.7
"602",0.7,"Very Good","E","VS1",63.6,57,3154,5.61,5.65,3.58
"603",0.3,"Ideal","F","VS2",61.6,56,573,4.3,4.33,2.66
"604",0.86,"Ideal","E","SI1",62.3,54,3456,6.13,6.07,3.8
"605",0.3,"Ideal","I","VS2",62.3,56,407,4.28,4.29,2.67
"606",0.55,"Ideal","F","VVS1",61.2,54,3032,5.35,5.3,3.26
"607",0.72,"Ideal","E","VS1",61.9,55,3283,5.74,5.77,3.56
"608",0.79,"Ideal","H","VVS2",62.4,56,3417,5.91,5.94,3.7
"609",0.9,"Very Good","I","SI1",61.8,58,3176,6.2,6.26,3.85
"610",0.71,"Very Good","H","VVS2",61.8,56,2960,5.7,5.73,3.53
"611",0.76,"Ideal","F","VS1",61.6,56,3446,5.87,5.91,3.63
"612",0.92,"Premium","I","SI1",60.7,58,3529,6.3,6.25,3.81
"613",0.32,"Premium","G","VS2",62,58,561,4.33,4.38,2.7
"614",0.95,"Premium","F","SI2",58.4,57,2867,6.49,6.41,3.77
"615",0.7,"Very Good","D","VS1",62.8,58,3375,5.65,5.68,3.56
"616",0.92,"Fair","F","SI1",66,57,3323,6.04,5.99,3.97
"617",0.23,"Good","E","VS1",56.9,65,327,4.05,4.07,2.31
"618",0.59,"Ideal","E","VVS2",61.1,57,2911,5.39,5.41,3.3
"619",1,"Fair","H","SI2",64.4,57,3192,6.35,6.29,4.07
"620",0.7,"Ideal","D","VS2",62.7,57,3448,5.65,5.67,3.55
"621",0.31,"Premium","D","SI1",61.4,58,571,4.34,4.39,2.68
"622",0.9,"Very Good","I","SI1",61,58,3407,6.19,6.23,3.79
"623",0.9,"Very Good","I","VS2",63.2,56,3570,6.15,6.09,3.87
"624",0.9,"Good","J","VS2",63.9,58,3024,6.15,6.08,3.91
"625",0.9,"Premium","F","SI2",60.5,57,3704,6.23,6.2,3.76
"626",0.9,"Good","H","VS2",63.6,61,3701,6.03,5.97,3.8
"627",1,"Fair","F","SI2",65.1,55,3265,6.26,6.23,4.07
"628",0.73,"Ideal","F","VS2",62.5,55,2801,5.8,5.76,3.61
"629",0.32,"Ideal","G","VS2",62,57,561,4.39,4.41,2.73
"630",1.02,"Premium","H","SI2",61.3,57,3713,6.51,6.45,3.97
"631",0.7,"Ideal","H","VS2",61.5,56,3038,5.71,5.73,3.52
"632",0.9,"Good","H","SI1",64.2,60,2974,6.05,6.02,3.87
"633",1,"Good","F","SI2",63.6,62,3265,6.25,6.2,3.96
"634",0.83,"Very Good","F","SI1",63.1,58,3118,5.98,5.94,3.76
"635",1.2,"Fair","F","I1",64.6,56,2809,6.73,6.66,4.33
"636",0.91,"Very Good","J","SI2",62,56,3181,6.18,6.23,3.85
"637",0.71,"Very Good","E","VS2",64,57,2804,5.66,5.68,3.63
"638",0.72,"Premium","D","VS1",62.7,56,3601,5.76,5.69,3.59
"639",0.7,"Ideal","D","SI2",60.6,57,2828,5.74,5.77,3.49
"640",0.81,"Ideal","D","SI2",61.9,54,3160,5.96,5.99,3.7
"641",0.73,"Good","F","VVS2",59.5,61,3616,5.8,5.83,3.46
"642",0.85,"Ideal","F","VS2",62.4,57,3641,6.13,6.01,3.79
"643",0.32,"Premium","H","VS1",62.4,58,561,4.35,4.4,2.73
"644",0.72,"Ideal","F","VS2",61.8,56,3564,5.72,5.74,3.54
"645",0.7,"Ideal","D","VS1",62.2,56,3535,5.69,5.72,3.55
"646",0.62,"Very Good","D","VVS2",58.1,63,3050,5.59,5.66,3.27
"647",0.7,"Ideal","D","VS1",62.6,58,3287,5.64,5.67,3.54
"648",1,"Good","J","VS2",57.6,58,3422,6.59,6.56,3.79
"649",0.72,"Ideal","D","VS2",62.1,57,3179,5.69,5.75,3.55
"650",1.09,"Premium","I","SI1",62.7,60,3662,6.57,6.51,4.1
"651",0.97,"Ideal","F","I1",60.7,56,2830,6.41,6.43,3.9
"652",0.82,"Very Good","H","SI1",63.6,56,2908,5.9,5.95,3.77
"653",0.72,"Premium","D","VVS2",60,57,3459,5.92,5.84,3.53
"654",0.76,"Ideal","D","VS2",61.8,57,3306,5.85,5.9,3.63
"655",0.9,"Very Good","H","SI1",62.3,58,3595,6.16,6.19,3.85
"656",0.58,"Ideal","D","VVS1",61.6,60,3154,5.34,5.35,3.29
"657",0.7,"Very Good","E","VVS1",60.9,59,3724,5.67,5.81,3.5
"658",1.01,"Ideal","E","I1",62,57,3388,6.37,6.41,3.96
"659",0.26,"Very Good","E","VVS2",58.9,61,564,4.16,4.19,2.46
"660",0.83,"Premium","F","SI2",61.4,59,2840,6.08,6.04,3.72
"661",0.72,"Premium","E","VS2",58.3,58,2815,5.99,5.92,3.47
"662",0.72,"Very Good","G","VVS2",60.1,60,3449,5.79,5.82,3.49
"663",0.71,"Very Good","F","VS1",62.1,53,3013,5.7,5.77,3.56
"664",0.71,"Ideal","G","VS1",61.5,56,2859,5.74,5.78,3.54
"665",0.96,"Fair","F","SI2",65.2,58,3688,6.14,6.12,3.99
"666",1.05,"Premium","J","SI2",60.9,60,3457,6.59,6.51,3.99
"667",0.75,"Ideal","H","SI1",61.9,56,3011,5.81,5.85,3.61
"668",0.34,"Very Good","E","SI2",63.1,56,571,4.51,4.46,2.83
"669",0.8,"Very Good","G","VS1",63.5,57,3381,5.87,5.91,3.74
"670",0.7,"Very Good","D","VVS2",61.1,57,3622,5.7,5.75,3.5
"671",1.04,"Good","I","SI2",59.9,64,2970,6.51,6.45,3.88
"672",0.71,"Ideal","D","VS2",60.4,57,3135,5.77,5.82,3.5
"673",1.06,"Premium","F","I1",60.3,58,3158,6.59,6.56,3.96
"674",0.87,"Very Good","F","SI2",61,63,2851,6.22,6.07,3.75
"675",0.9,"Good","E","SI2",63.4,62,3139,6,6.02,3.81
"676",0.7,"Very Good","D","VS2",63,56,2960,5.61,5.69,3.56
"677",1.03,"Ideal","H","I1",61.5,57,3230,6.52,6.48,4
"678",0.3,"Ideal","F","VS2",61.1,56,573,4.36,4.38,2.67
"679",0.91,"Premium","F","SI2",62.9,57,3346,6.16,6.11,3.86
"680",1,"Good","D","SI2",64,59,3634,6.29,6.24,4.01
"681",0.3,"Ideal","I","VS2",62.4,55,407,4.32,4.34,2.7
"682",1,"Good","H","I1",57.6,61,2940,6.67,6.6,3.82
"683",1.12,"Premium","G","I1",60.3,60,3017,6.75,6.69,4.05
"684",0.86,"Ideal","I","VS2",62.1,57,3121,6.1,6.07,3.78
"685",0.57,"Very Good","D","VVS1",60.4,57,2945,5.39,5.44,3.27
"686",0.71,"Ideal","D","SI1",60.6,56,3674,5.78,5.81,3.51
"687",0.9,"Fair","D","SI2",66.9,57,2885,6.02,5.9,3.99
"688",0.81,"Ideal","E","VS2",62,55,3601,5.97,5.99,3.71
"689",0.73,"Very Good","F","VVS2",63.8,59,3669,5.69,5.72,3.64
"690",0.91,"Very Good","G","SI2",64,61,3387,6.05,6.08,3.88
"691",0.9,"Ideal","J","VS2",62.5,57,3255,6.16,6.26,3.88
"692",0.9,"Ideal","G","SI2",61.2,57,3521,6.24,6.28,3.83
"693",0.7,"Premium","E","SI1",61.3,58,2777,5.71,5.68,3.49
"694",0.74,"Very Good","E","VS1",63.1,58,2849,5.75,5.73,3.62
"695",1,"Ideal","E","I1",61.8,56,3584,6.43,6.38,3.96
"696",0.66,"Ideal","D","VVS2",61.6,57,3103,5.57,5.64,3.45
"697",0.91,"Good","H","SI1",63.8,56,3323,6.09,6.04,3.87
"698",0.33,"Ideal","D","SI1",62,56,567,4.44,4.47,2.76
"699",0.9,"Premium","H","SI1",62.6,58,3387,6.12,6.08,3.82
"700",1.01,"Fair","F","SI2",64.6,59,3540,6.19,6.25,4.2
"701",0.77,"Very Good","F","VS1",62.8,58,3350,5.79,5.86,3.66
"702",0.31,"Ideal","G","SI2",61.4,55,558,4.39,4.37,2.69
"703",0.91,"Premium","H","SI1",60.9,58,3475,6.22,6.26,3.8
"704",0.81,"Ideal","E","SI2",61.8,56,3013,6,5.97,3.7
"705",0.32,"Ideal","G","VS2",61.8,55,564,4.4,4.43,2.73
"706",0.24,"Ideal","G","IF",60.8,58,559,4.01,4.05,2.44
"707",0.9,"Good","H","SI1",64.2,59,3290,6.05,6.01,3.87
"708",0.77,"Ideal","D","SI2",62.3,55,3011,5.9,5.85,3.66
"709",0.71,"Good","G","VS1",63.5,55,2853,5.64,5.66,3.59
"710",0.9,"Premium","F","SI2",60.7,59,3553,6.25,6.21,3.78
"711",1.01,"Premium","I","SI1",62.7,58,3337,6.4,6.33,3.99
"712",0.9,"Very Good","G","SI2",63.1,59,3353,6.11,6.16,3.87
